OpenAL-devel,pkgconfig(openal)
mesa-llvmpipe-libEGL-devel,pkgconfig(egl)
mesa-llvmpipe-libGLESv1-devel,pkgconfig(glesv1_cm)
mesa-llvmpipe-libGLESv2-devel,pkgconfig(glesv2)
mesa-llvmpipe-libgbm-devel,pkgconfig(gbm)
minizip-devel,pkgconfig(minizip)
minui-devel,pkgconfig(minui)
mkcal-qt5-devel,pkgconfig(libmkcal-qt5)
mlite-qt5-devel,pkgconfig(mlite5)
mobile-broadband-provider-info-devel,pkgconfig(mobile-broadband-provider-info)
mpfr-devel,pkgconfig(mpfr)
mpg123-devel,pkgconfig(libmpg123)
mpg123-devel,pkgconfig(libout123)
mpg123-devel,pkgconfig(libsyn123)
mpris-qt5-devel,pkgconfig(mpris-qt5)
mtdev-devel,pkgconfig(mtdev)
ncurses-devel,pkgconfig(form)
ncurses-devel,pkgconfig(formw)
ncurses-devel,pkgconfig(menu)
ncurses-devel,pkgconfig(menuw)
ncurses-devel,pkgconfig(ncurses)
ncurses-devel,pkgconfig(ncursesw)
ncurses-devel,pkgconfig(panel)
ncurses-devel,pkgconfig(panelw)
ncurses-devel,pkgconfig(tic)
ncurses-devel,pkgconfig(tinfo)
nemo-gstreamer1.0-interfaces-devel,pkgconfig(nemo-gstreamer-interfaces-1.0)
nemo-gstreamer1.0-interfaces-devel,pkgconfig(nemo-gstreamer-meta-1.0)
nemo-qml-plugin-connectivity-devel,pkgconfig(nemoconnectivity)
nemo-qml-plugin-contacts-qt5-devel,pkgconfig(contactcache-qt5)
nemo-qml-plugin-dbus-qt5-devel,pkgconfig(nemodbus)
nemo-qml-plugin-devicelock-devel,pkgconfig(nemodevicelock)
nemo-qml-plugin-email-qt5-devel,pkgconfig(nemoemail-qt5)
nemo-qml-plugin-filemanager-devel,pkgconfig(filemanager)
nemo-qml-plugin-models-qt5-devel,pkgconfig(nemomodels-qt5)
nemo-qml-plugin-notifications-qt5-devel,pkgconfig(nemonotifications-qt5)
nemo-qml-plugin-systemsettings-devel,pkgconfig(systemsettings)
nemo-qml-plugin-thumbnailer-qt5-devel,pkgconfig(nemothumbnailer-qt5)
nfcd-plugin-devel,pkgconfig(nfcd-plugin)
ngfd-plugin-devel,pkgconfig(ngf-plugin)
nspr-devel,pkgconfig(nspr)
nss-devel,pkgconfig(nss)
nss-devel,pkgconfig(nss-util)
nss-softokn-devel,pkgconfig(nss-softokn)
nss-util-devel,pkgconfig(nss-util)
ofono-devel,pkgconfig(ofono)
ohm-devel,pkgconfig(libohmfact)
ohm-devel,pkgconfig(libohmplugin)
ohm-plugin-mdm-devel,pkgconfig(ohm-ext-mdm)
ohm-plugin-route-devel,pkgconfig(ohm-ext-route)
openconnect-devel,pkgconfig(openconnect)
openjpeg-devel,pkgconfig(libopenjp2)
openobex-devel,pkgconfig(openobex)
openssl-devel,pkgconfig(libcrypto)
openssl-devel,pkgconfig(libssl)
openssl-devel,pkgconfig(openssl)
opus-devel,pkgconfig(opus)
orc-devel,pkgconfig(orc-0.4)
orc-devel,pkgconfig(orc-test-0.4)
p11-kit-devel,pkgconfig(p11-kit-1)
pacrunner-devel,pkgconfig(libproxy-1.0)
pam-devel,pkgconfig(pam)
pam-devel,pkgconfig(pam_misc)
pam-devel,pkgconfig(pamc)
pango-devel,pkgconfig(pango)
pango-devel,pkgconfig(pangocairo)
pango-devel,pkgconfig(pangofc)
pango-devel,pkgconfig(pangoft2)
pango-devel,pkgconfig(pangoot)
parted-devel,pkgconfig(libparted)
parted-devel,pkgconfig(libparted-fs-resize)
pcre-devel,pkgconfig(libpcre)
pcre-devel,pkgconfig(libpcre16)
pcre-devel,pkgconfig(libpcrecpp)
pcre-devel,pkgconfig(libpcreposix)
pcre2-devel,pkgconfig(libpcre2-16)
pcre2-devel,pkgconfig(libpcre2-32)
pcre2-devel,pkgconfig(libpcre2-8)
pcre2-devel,pkgconfig(libpcre2-posix)
pixman-devel,pkgconfig(pixman-1)
pkcs11-helper-devel,pkgconfig(libpkcs11-helper-1)
pm-utils-devel,pkgconfig(pm-utils)
polkit-devel,pkgconfig(polkit-agent-1)
polkit-devel,pkgconfig(polkit-gobject-1)
poppler-devel,pkgconfig(poppler)
poppler-devel,pkgconfig(poppler-cpp)
poppler-glib-devel,pkgconfig(poppler-glib)
poppler-qt5-devel,pkgconfig(poppler-qt5)
popt-devel,pkgconfig(popt)
procps-ng-devel,pkgconfig(libprocps)
profiled-devel,pkgconfig(profile)
protobuf-devel,pkgconfig(protobuf)
protobuf-devel,pkgconfig(utf8_range)
protobuf-lite-devel,pkgconfig(protobuf-lite)
pulseaudio-devel,pkgconfig(libpulse)
pulseaudio-devel,pkgconfig(libpulse-mainloop-glib)
pulseaudio-devel,pkgconfig(libpulse-simple)
pulseaudio-devel,pkgconfig(pulsecore)
pulseaudio-modules-nemo-devel,pkgconfig(libmeego-common)
python-devel,pkgconfig(python)
python-devel,pkgconfig(python-2.7)
python-devel,pkgconfig(python2)
python3-cairo-devel,pkgconfig(py3cairo)
python3-devel,pkgconfig(python-3.8)
python3-devel,pkgconfig(python-3.8-embed)
python3-devel,pkgconfig(python3)
python3-devel,pkgconfig(python3-embed)
python3-gobject-devel,pkgconfig(pygobject-3.0)
qmf-qt5-devel,pkgconfig(QmfClient)
qmf-qt5-devel,pkgconfig(QmfMessageServer)
qmllive-devel,pkgconfig(qmllive)
qt5-qt3d-devel,pkgconfig(Qt53D)
qt5-qt3d-devel,pkgconfig(Qt53DQuick)
qt5-qtconcurrent-devel,pkgconfig(Qt5Concurrent)
qt5-qtcore-devel,pkgconfig(Qt5Core)
qt5-qtdbus-devel,pkgconfig(Qt5DBus)
qt5-qtdeclarative-devel,pkgconfig(Qt5Qml)
qt5-qtdeclarative-qtquick-devel,pkgconfig(Qt5Quick)
qt5-qtdeclarative-qtquicktest-devel,pkgconfig(Qt5QuickTest)
qt5-qtdocgallery-devel,pkgconfig(Qt5DocGallery)
qt5-qtfeedback-devel,pkgconfig(Qt0Feedback)
qt5-qtfeedback-devel,pkgconfig(Qt5Feedback)
qt5-qtgui-devel,pkgconfig(Qt5Gui)
qt5-qtlocation-devel,pkgconfig(Qt5Location)
qt5-qtmultimedia-devel,pkgconfig(Qt5Multimedia)
qt5-qtnetwork-devel,pkgconfig(Qt5Network)
qt5-qtopengl-devel,pkgconfig(Qt5OpenGL)
qt5-qtopengl-devel,pkgconfig(Qt5OpenGLExtensions)
qt5-qtpim-contacts-devel,pkgconfig(Qt5Contacts)
qt5-qtpim-organizer-devel,pkgconfig(Qt5Organizer)
qt5-qtpim-versit-devel,pkgconfig(Qt5Versit)
qt5-qtpim-versitorganizer-devel,pkgconfig(Qt5VersitOrganizer)
qt5-qtpositioning-devel,pkgconfig(Qt5Positioning)
qt5-qtprintsupport-devel,pkgconfig(Qt5PrintSupport)
qt5-qtscript-devel,pkgconfig(Qt5Script)
qt5-qtscript-devel,pkgconfig(Qt5ScriptTools)
qt5-qtsensors-devel,pkgconfig(Qt5Sensors)
qt5-qtsql-devel,pkgconfig(Qt5Sql)
qt5-qtsvg-devel,pkgconfig(Qt5Svg)
qt5-qttest-devel,pkgconfig(Qt5Test)
qt5-qttools-qtdesigner-devel,pkgconfig(Qt5Designer)
qt5-qttools-qthelp-devel,pkgconfig(Qt5Help)
qt5-qttools-qtuitools-devel,pkgconfig(Qt5UiTools)
qt5-qtwayland-wayland_egl-devel,pkgconfig(Qt5Compositor)
qt5-qtwayland-wayland_egl-devel,pkgconfig(Qt5WaylandClient)
qt5-qtwebsockets-devel,pkgconfig(Qt5WebSockets)
qt5-qtwidgets-devel,pkgconfig(Qt5Widgets)
qt5-qtxml-devel,pkgconfig(Qt5Xml)
qt5-qtxmlpatterns-devel,pkgconfig(Qt5XmlPatterns)
qtcontacts-sqlite-qt5-extensions-devel,pkgconfig(qtcontacts-sqlite-qt5-extensions)
qtmozembed-qt5-devel,pkgconfig(qt5embedwidget)
quazip-devel,pkgconfig(quazip1-qt5)
readline-devel,pkgconfig(readline)
rpm-devel,pkgconfig(rpm)
rygel-devel,pkgconfig(rygel-core-2.8)
rygel-devel,pkgconfig(rygel-renderer-2.8)
rygel-devel,pkgconfig(rygel-renderer-gst-2.8)
rygel-devel,pkgconfig(rygel-ruih-2.8)
rygel-devel,pkgconfig(rygel-server-2.8)
sailfish-access-control-devel,pkgconfig(sailfishaccesscontrol)
sailfish-components-accounts-qt5-devel,pkgconfig(sailfishaccounts)
sailfish-components-webview-qt5-devel,pkgconfig(sailfishwebengine)
sailfish-device-encryption-devel,pkgconfig(sailfishdeviceencryption)
sailfish-devicelock-devel,pkgconfig(sailfishdevicelock)
sailfish-mdm-devel,pkgconfig(sailfishmdm)
sailfish-minui-devel,pkgconfig(sailfish-minui)
sailfish-policy-devel,pkgconfig(sailfishpolicy)
sailfishsilica-qt5-devel,pkgconfig(sailfishsilica)
sensorfw-qt5-devel,pkgconfig(sensord-qt5)
sensors-glib-devel,pkgconfig(sensors-glib)
shared-mime-info-devel,pkgconfig(shared-mime-info)
signon-plugin-oauth2-qt5-devel,pkgconfig(signon-oauth2plugin)
signon-qt5-devel,pkgconfig(SignOnExtension)
signon-qt5-devel,pkgconfig(signon-plugins)
signon-qt5-devel,pkgconfig(signon-plugins-common)
signon-qt5-devel,pkgconfig(signond)
sofia-sip-devel,pkgconfig(sofia-sip-ua)
sofia-sip-glib-devel,pkgconfig(sofia-sip-ua-glib)
speex-devel,pkgconfig(speex)
speexdsp-devel,pkgconfig(speexdsp)
sqlcipher-devel,pkgconfig(sqlcipher)
sqlite-devel,pkgconfig(sqlite3)
ssu-devel,pkgconfig(ssu)
ssu-sysinfo-devel,pkgconfig(ssu-sysinfo)
swi-prolog-devel,pkgconfig(swipl)
sysprof-devel,pkgconfig(sysprof-3)
sysprof-devel,pkgconfig(sysprof-capture-3)
systemd-devel,pkgconfig(libsystemd)
systemd-devel,pkgconfig(libudev)
systemd-devel,pkgconfig(systemd)
systemd-devel,pkgconfig(udev)
systemd-mini-devel,pkgconfig(libsystemd)
systemd-mini-devel,pkgconfig(libudev)
systemd-mini-devel,pkgconfig(systemd)
systemd-mini-devel,pkgconfig(udev)
taglib-devel,pkgconfig(taglib)
taglib-devel,pkgconfig(taglib_c)
telepathy-farstream-devel,pkgconfig(telepathy-farstream)
telepathy-glib-devel,pkgconfig(telepathy-glib)
telepathy-mission-control-devel,pkgconfig(mission-control-plugins)
telepathy-qt5-devel,pkgconfig(TelepathyQt5)
telepathy-qt5-devel,pkgconfig(TelepathyQt5Service)
telepathy-qt5-farstream-devel,pkgconfig(TelepathyQt5Farstream)
timed-qt5-devel,pkgconfig(timed-qt5)
timed-qt5-devel,pkgconfig(timed-voland-qt5)
totem-pl-parser-devel,pkgconfig(totem-plparser)
totem-pl-parser-devel,pkgconfig(totem-plparser-mini)
tracker-devel,pkgconfig(tracker-sparql-3.0)
tracker-devel,pkgconfig(tracker-testutils-3.0)
usb-moded-devel,pkgconfig(usb_moded)
user-managerd-devel,pkgconfig(sailfishusermanager)
vala-devel,pkgconfig(libvala-0.56)
vala-devel,pkgconfig(vapigen)
vala-devel,pkgconfig(vapigen-0.56)
valgrind-devel,pkgconfig(valgrind)
vault-devel,pkgconfig(vault)
voicecall-qt5-plugin-voicecall-filter-devel,pkgconfig(voicecall-filter)
vulkan-loader-devel,pkgconfig(vulkan)
wayland-devel,pkgconfig(wayland-client)
wayland-devel,pkgconfig(wayland-cursor)
wayland-devel,pkgconfig(wayland-scanner)
wayland-devel,pkgconfig(wayland-server)
wayland-egl-devel,pkgconfig(wayland-egl)
wayland-egl-devel,pkgconfig(wayland-egl-backend)
wayland-protocols-devel,pkgconfig(wayland-protocols)
xkeyboard-config-devel,pkgconfig(xkeyboard-config)
xulrunner-qt5-devel,pkgconfig(libxul)
xulrunner-qt5-devel,pkgconfig(libxul-embedding)
xulrunner-qt5-devel,pkgconfig(mozilla-js)
xulrunner-qt5-devel,pkgconfig(mozilla-plugin)
xz-devel,pkgconfig(liblzma)
yaml-cpp-devel,pkgconfig(yaml-cpp)
zlib-devel,pkgconfig(zlib)
zxing-cpp-devel,pkgconfig(zxing)
